college_name,college_code,college_division_name,college_division_code,department_name,department_code,major_name,major_code,program_name,program_code,cip_code,academic_period
College of Social and Behavior Science,SBS,School of Geography And Development,,,,Geography,GEOG,Geography - Bachelor of Arts,GEOG,45.0701,Spring 2021
College of Social and Behavior Science,SBS,School of Geography And Development,,,,Geography,GEOG,Geography - Bachelor of Science: Geographic Information Science Emphasis,GIS,45.0701,Fall 2020
College of Social and Behavior Science,SBS,School of Geography And Development,,,,Geography,GEOG,Geography - Bachelor of Science: Geographic Information Science Emphasis,GIS,45.0701,Spring 2021
College of Social and Behavior Science,SBS,School of Geography And Development,,,,Geography,GEOG,Geography - Bachelor of Science: Physical Geography Emphasis,PHG,45.0701,Fall 2020
College of Social and Behavior Science,SBS,School of Geography And Development,,,,Geography,GEOG,Geography - Bachelor of Science: Physical Geography Emphasis,PHG,45.0701,Spring 2021
College of Social and Behavior Science,SBS,School of Geography And Development,,,,Geography,GEOG,"Geography - Bachelor of Science: Water, Environment & Society Emphasis",WES,45.0701,Fall 2020
College of Social and Behavior Science,SBS,School of Geography And Development,,,,Geography,GEOG,"Geography - Bachelor of Science: Water, Environment & Society Emphasis",WES,45.0701,Spring 2021
College of Social and Behavior Science,SBS,,,,,Global Studies,GLST,"Global Studies - Bachelor of Arts: Global Cultures - Literature, Arts, and Film Emphasis",GLCLAF,30.2001,Fall 2020
College of Social and Behavior Science,SBS,,,,,Global Studies,GLST,"Global Studies - Bachelor of Arts: Global Cultures - Literature, Arts, and Film Emphasis",GLCLAF,30.2001,Spring 2021
College of Social and Behavior Science,SBS,,,,,Global Studies,GLST,Global Studies - Bachelor of Arts: Global Health and Development Emphasis,GHLTHD,30.2001,Fall 2020
College of Social and Behavior Science,SBS,,,,,Global Studies,GLST,Global Studies - Bachelor of Arts: Global Health and Development Emphasis,GHLTHD,30.2001,Spring 2021
College of Social and Behavior Science,SBS,,,,,Global Studies,GLST,Global Studies - Bachelor of Arts: Global Political Economy and Institutions Emphasis,GLPEI,30.2001,Fall 2020
College of Social and Behavior Science,SBS,,,,,Global Studies,GLST,Global Studies - Bachelor of Arts: Global Political Economy and Institutions Emphasis,GLPEI,30.2001,Spring 2021
College of Social and Behavior Science,SBS,,,,,Global Studies,GLST,"Global Studies - Bachelor of Arts: Human Rights, Migrations, and Social Movement Emphasis",GLHRMS,30.2001,Fall 2020
College of Social and Behavior Science,SBS,,,,,Global Studies,GLST,"Global Studies - Bachelor of Arts: Human Rights, Migrations, and Social Movement Emphasis",GLHRMS,30.2001,Spring 2021
College of Social and Behavior Science,SBS,,,History,,History,HIST,History - Bachelor of Arts,HIST,54.0101,Fall 2020
College of Social and Behavior Science,SBS,,,History,,History,HIST,History - Bachelor of Arts,HIST,54.0101,Spring 2021
College of Social and Behavior Science,SBS,School of Information,,,,Information Science and Arts,ISEC,Information Science & eSociety - Bachelor of Arts,ISEC,11.0801,Fall 2020
College of Social and Behavior Science,SBS,School of Information,,,,Information Science and Arts,ISEC,Information Science & eSociety - Bachelor of Arts,ISEC,11.0801,Spring 2021
College of Social and Behavior Science,SBS,School of Information,,,,Information Science and Arts,ISA,Information Science and Arts - Bachelor of Arts,ISA,11.0101,Fall 2020
College of Social and Behavior Science,SBS,School of Information,,,,Information Science and Arts,ISA,Information Science and Arts - Bachelor of Arts,ISA,11.0101,Spring 2021
College of Social and Behavior Science,SBS,School of Information,,,,Information Science and Arts,IST,Information Science and Technology - Bachelor of Science,IST,11.0101,Fall 2020
College of Social and Behavior Science,SBS,School of Information,,,,Information Science and Arts,IST,Information Science and Technology - Bachelor of Science,IST,11.0101,Spring 2021
College of Social and Behavior Science,SBS,School of Journalism,,Journalism,,Journalism,JOUR,Journalism - Bachelor of Arts: Broadcast Journalism Emphasis,BRDCST,9.0401,Fall 2020
College of Social and Behavior Science,SBS,School of Journalism,,Journalism,,Journalism,JOUR,Journalism - Bachelor of Arts: Broadcast Journalism Emphasis,BRDCST,9.0401,Spring 2021
College of Social and Behavior Science,SBS,School of Journalism,,Journalism,,Journalism,JOUR,Journalism - Bachelor of Arts: Digital Journalism Emphasis,DIGITAL,9.0401,Fall 2020
College of Social and Behavior Science,SBS,School of Journalism,,Journalism,,Journalism,JOUR,Journalism - Bachelor of Arts: Digital Journalism Emphasis,DIGITAL,9.0401,Spring 2021
College of Social and Behavior Science,SBS,School of Journalism,,Journalism,,Journalism,JOUR,Journalism - Bachelor of Arts: General Journalism Emphasis,GNRAL,9.0401,Fall 2020
College of Social and Behavior Science,SBS,School of Journalism,,Journalism,,Journalism,JOUR,Journalism - Bachelor of Arts: General Journalism Emphasis,GNRAL,9.0401,Spring 2021
College of Social and Behavior Science,SBS,School of Journalism,,Journalism,,Journalism,JOUR,Journalism - Bachelor of Arts: Global Journalism Emphasis,GLBL,9.0401,Fall 2020
College of Social and Behavior Science,SBS,School of Journalism,,Journalism,,Journalism,JOUR,Journalism - Bachelor of Arts: Global Journalism Emphasis,GLBL,9.0401,Spring 2021
College of Social and Behavior Science,SBS,,,AZ Center for Judaic Studies,,Judaic Studies,JUS,Judaic Studies - Bachelor of Arts,JUS,38.0206,Fall 2020
College of Social and Behavior Science,SBS,,,AZ Center for Judaic Studies,,Judaic Studies,JUS,Judaic Studies - Bachelor of Arts,JUS,38.0206,Spring 2021
College of Social and Behavior Science,SBS,,,Latin American Area Center,,Latin American Studies,LAS,Latin American Studies - Bachelor of Arts,LAS,5.0107,Fall 2020
College of Social and Behavior Science,SBS,,,Latin American Area Center,,Latin American Studies,LAS,Latin American Studies - Bachelor of Arts,LAS,5.0107,Spring 2021
College of Social and Behavior Science,SBS,School of Government And Public Policy,SGPP,,,Law,LAW,Law - Bachelor of Arts,LAW,22.9999,Fall 2020
College of Social and Behavior Science,SBS,School of Government And Public Policy,SGPP,,,Law,LAW,Law - Bachelor of Arts,LAW,22.9999,Spring 2021
College of Social and Behavior Science,SBS,,,,,Linguistics,LING,Linguistics - Bachelor of Arts: Academic / Professional Linguistics Emphasis,APLI,16.0102,Fall 2020
College of Social and Behavior Science,SBS,,,,,Linguistics,LING,Linguistics - Bachelor of Arts: Academic / Professional Linguistics Emphasis,APLI,16.0102,Spring 2021
College of Social and Behavior Science,SBS,,,,,Linguistics,LING,Linguistics - Bachelor of Arts: General Linguistics Emphasis,GELE,16.0102,Fall 2020
College of Social and Behavior Science,SBS,,,,,Linguistics,LING,Linguistics - Bachelor of Arts: General Linguistics Emphasis,GELE,16.0102,Spring 2021
College of Social and Behavior Science,SBS,,,,,Linguistics,LING,Linguistics - Bachelor of Arts: Linguistics & Languages Emphasis,LILA,16.0102,Fall 2020
College of Social and Behavior Science,SBS,,,,,Linguistics,LING,Linguistics - Bachelor of Arts: Linguistics & Languages Emphasis,LILA,16.0102,Spring 2021
College of Social and Behavior Science,SBS,,,Mexican American Studies,,Mexican American Studies,MAS,Mexican American Studies - Bachelor of Arts,MAS,5.0203,Fall 2020
College of Social and Behavior Science,SBS,,,Mexican American Studies,,Mexican American Studies,MAS,Mexican American Studies - Bachelor of Arts,MAS,5.0203,Spring 2021
College of Social and Behavior Science,SBS,School of Middle Eastern And North African Studies,,,,Middle Eastern and North African Studies,MENAS,Middle Eastern and North African Studies - Bachelor of Arts,MENAS,5.0108,Fall 2020
College of Social and Behavior Science,SBS,School of Middle Eastern And North African Studies,,,,Middle Eastern and North African Studies,MENAS,Middle Eastern and North African Studies - Bachelor of Arts,MENAS,5.0108,Spring 2021
College of Social and Behavior Science,SBS,,,Philosophy,,Philosophy,PHIL,Philosophy - Bachelor of Arts: Ethics Emphasis,ETHICS,38.0101,Fall 2020
College of Social and Behavior Science,SBS,,,Philosophy,,Philosophy,PHIL,Philosophy - Bachelor of Arts: Ethics Emphasis,ETHICS,38.0101,Spring 2021
College of Social and Behavior Science,SBS,,,Philosophy,,Philosophy,PHIL,Philosophy - Bachelor of Arts: General Emphasis,PHILGEN,38.0101,Fall 2020
College of Social and Behavior Science,SBS,,,Philosophy,,Philosophy,PHIL,Philosophy - Bachelor of Arts: General Emphasis,PHILGEN,38.0101,Spring 2021
College of Social and Behavior Science,SBS,,,Political Economy & Moral Sci,,"Philosophy, Politics, Economics and Law",PPEL,"Philosophy, Politics, Economics and Law - BA",PPEL,38.0199,Fall 2020
College of Social and Behavior Science,SBS,,,Political Economy & Moral Sci,,"Philosophy, Politics, Economics and Law",PPEL,"Philosophy, Politics, Economics and Law - BA",PPEL,38.0199,Spring 2021
College of Social and Behavior Science,SBS,School of Government And Public Policy,SGPP,,,Political Science,POL,Political Science - Bachelor of Arts: American Politics Emphasis,AMPOL,45.1001,Fall 2020
College of Social and Behavior Science,SBS,School of Government And Public Policy,SGPP,,,Political Science,POL,Political Science - Bachelor of Arts: American Politics Emphasis,AMPOL,45.1001,Spring 2021
College of Social and Behavior Science,SBS,School of Government And Public Policy,SGPP,,,Political Science,POL,Political Science - Bachelor of Arts: Comparative Politics Emphasis,COMPOL,45.1001,Fall 2020
College of Social and Behavior Science,SBS,School of Government And Public Policy,SGPP,,,Political Science,POL,Political Science - Bachelor of Arts: Comparative Politics Emphasis,COMPOL,45.1001,Spring 2021
College of Social and Behavior Science,SBS,School of Government And Public Policy,SGPP,,,Political Science,POL,Political Science - Bachelor of Arts: Foreign Affairs Emphasis,FORAF,45.1001,Fall 2020
College of Social and Behavior Science,SBS,School of Government And Public Policy,SGPP,,,Political Science,POL,Political Science - Bachelor of Arts: Foreign Affairs Emphasis,FORAF,45.1001,Spring 2021
College of Social and Behavior Science,SBS,School of Government And Public Policy,SGPP,,,Political Science,POL,Political Science - Bachelor of Arts: General Track Emphasis,GNRL,45.1001,Fall 2020
College of Social and Behavior Science,SBS,School of Government And Public Policy,SGPP,,,Political Science,POL,Political Science - Bachelor of Arts: General Track Emphasis,GNRL,45.1001,Spring 2021
College of Social and Behavior Science,SBS,School of Government And Public Policy,SGPP,,,Political Science,POL,Political Science - Bachelor of Arts: Ideas and Methods Emphasis,IDMET,45.1001,Fall 2020
College of Social and Behavior Science,SBS,School of Government And Public Policy,SGPP,,,Political Science,POL,Political Science - Bachelor of Arts: Ideas and Methods Emphasis,IDMET,45.1001,Spring 2021
College of Social and Behavior Science,SBS,School of Government And Public Policy,SGPP,,,Political Science,POL,Political Science - Bachelor of Arts: International Relations Emphasis,INTREL,45.1001,Fall 2020
College of Social and Behavior Science,SBS,School of Government And Public Policy,SGPP,,,Political Science,POL,Political Science - Bachelor of Arts: International Relations Emphasis,INTREL,45.1001,Spring 2021
College of Social and Behavior Science,SBS,School of Government And Public Policy,SGPP,,,Political Science,POL,Political Science - Bachelor of Arts: Law and Public Policy Emphasis,LPP,45.1001,Fall 2020
College of Social and Behavior Science,SBS,School of Government And Public Policy,SGPP,,,Political Science,POL,Political Science - Bachelor of Arts: Law and Public Policy Emphasis,LPP,45.1001,Spring 2021
College of Social and Behavior Science,SBS,,,English,,Professional & Technical Writing,PTW,Professional & Technical Writing - Bachelor of Artis,PTW,23.1303,Fall 2020
College of Social and Behavior Science,SBS,,,English,,Professional & Technical Writing,PTW,Professional & Technical Writing - Bachelor of Artis,PTW,23.1303,Spring 2021
College of Social and Behavior Science,SBS,School of Government And Public Policy,SGPP,,,Public Management and Policy,PMPC,Public Management and Policy - Bachelor of Science,PMPC,44.0401,Fall 2020
College of Social and Behavior Science,SBS,School of Government And Public Policy,SGPP,,,Public Management and Policy,PMPC,Public Management and Policy - Bachelor of Science,PMPC,44.0401,Spring 2021
College of Social and Behavior Science,SBS,School of Sociology,,,,Sociology,SOC,Sociology - Bachelor of Arts,SOC,45.1101,Fall 2020
College of Social and Behavior Science,SBS,School of Sociology,,,,Sociology,SOC,Sociology - Bachelor of Arts,SOC,45.1101,Spring 2021
College of Social and Behavior Science,SBS,School of Geography And Development,,,,Urban & Regional Development,UREG,Urban & Regional Development - Bachelor of Science,UREG,4.0301,Fall 2020
College of Social and Behavior Science,SBS,School of Geography And Development,,,,Urban & Regional Development,UREG,Urban & Regional Development - Bachelor of Science,UREG,4.0301,Spring 2021
Eller College of Management,ELLER,School of Accountancy,,School of Accountancy,,Accounting,ACCT,Accounting - BS in Business Admin,ACCT,52.0301,Fall 2020
Eller College of Management,ELLER,School of Accountancy,,School of Accountancy,,Accounting,ACCT,Accounting - BS in Business Admin,ACCT,52.0301,Spring 2021
Eller College of Management,ELLER,,,Eller Administration,,Business Administration,BNAD,Business Administration - BS in Business Admin,BNAD,52.0201,Fall 2020
Eller College of Management,ELLER,,,Eller Administration,,Business Administration,BNAD,Business Administration - BS in Business Admin,BNAD,52.0201,Spring 2021
Eller College of Management,ELLER,,,Economics,,Business Economics,BNEC,Business Economics - BS in Business Admin,BNEC,52.0601,Fall 2020
Eller College of Management,ELLER,,,Economics,,Business Economics,BNEC,Business Economics - BS in Business Admin,BNEC,52.0601,Spring 2021
Eller College of Management,ELLER,,,Management and Organizations,,Business Management,BMGT,Business Management - BS in Business Admin,BMGT,52.1001,Fall 2020
Eller College of Management,ELLER,,,Management and Organizations,,Business Management,BMGT,Business Management - BS in Business Admin,BMGT,52.1001,Spring 2021
Eller College of Management,ELLER,,,Economics,,Economics,ECON,Economics - Bachelor of Arts,ECON,45.0601,Fall 2020
Eller College of Management,ELLER,,,Economics,,Economics,ECON,Economics - Bachelor of Arts,ECON,45.0601,Spring 2021
Eller College of Management,ELLER,,,Eller College of Management,,Entrepreneurship,ENTR,Entrepreneurship - BS in Business Admin,ENTR,52.0701,Fall 2020
Eller College of Management,ELLER,,,Eller College of Management,,Entrepreneurship,ENTR,Entrepreneurship - BS in Business Admin,ENTR,52.0701,Spring 2021
Eller College of Management,ELLER,,,Finance,,Finance,FIN,Finance - BS in Business Admin,FIN,52.0801,Fall 2020
Eller College of Management,ELLER,,,Finance,,Finance,FIN,Finance - BS in Business Admin,FIN,52.0801,Spring 2021
Eller College of Management,ELLER,,,Management Information Systems,,Management Info Systems,MIS,Management Info Systems - BS in Business Admin,MIS,52.1201,Fall 2020
Eller College of Management,ELLER,,,Management Information Systems,,Management Info Systems,MIS,Management Info Systems - BS in Business Admin,MIS,52.1201,Spring 2021
Eller College of Management,ELLER,,,Marketing,,Marketing,MKTG,Marketing - BS in Business Admin,MKTG,52.1401,Fall 2020
Eller College of Management,ELLER,,,Marketing,,Marketing,MKTG,Marketing - BS in Business Admin,MKTG,52.1401,Spring 2021
Eller College of Management,ELLER,,,Management Information Systems,,Operations Management,OPER,Operations Management - BS in Business Admin,OPER,52.0205,Fall 2020
Eller College of Management,ELLER,,,Management Information Systems,,Operations Management,OPER,Operations Management - BS in Business Admin,OPER,52.0205,Spring 2021
James C Wyant Coll Optical Sci,OPTI,,,James C Wyant Coll Optical Sci,,Optical Sciences & Engineering,OSE,Optical Sciences & Engineering - BS in Optical Sciences & Engr: Optical Materials Track,OSE,40.0807,Fall 2020
James C Wyant Coll Optical Sci,OPTI,,,James C Wyant Coll Optical Sci,,Optical Sciences & Engineering,OSE,Optical Sciences & Engineering - BS in Optical Sciences & Engr: Optical Materials Track,OSE,40.0807,Spring 2021
James C Wyant Coll Optical Sci,OPTI,,,James C Wyant Coll Optical Sci,,Optical Sciences & Engineering,OSE,Optical Sciences & Engineering - BS in Optical Sciences & Engr: Optical Mechanics Track,OSE,40.0807,Fall 2020
James C Wyant Coll Optical Sci,OPTI,,,James C Wyant Coll Optical Sci,,Optical Sciences & Engineering,OSE,Optical Sciences & Engineering - BS in Optical Sciences & Engr: Optical Mechanics Track,OSE,40.0807,Spring 2021
James C Wyant Coll Optical Sci,OPTI,,,James C Wyant Coll Optical Sci,,Optical Sciences & Engineering,OSE,Optical Sciences & Engineering - BS in Optical Sciences & Engr: Optics Track,OSE,40.0807,Fall 2020
James C Wyant Coll Optical Sci,OPTI,,,James C Wyant Coll Optical Sci,,Optical Sciences & Engineering,OSE,Optical Sciences & Engineering - BS in Optical Sciences & Engr: Optics Track,OSE,40.0807,Spring 2021
James C Wyant Coll Optical Sci,OPTI,,,James C Wyant Coll Optical Sci,,Optical Sciences & Engineering,OSE,Optical Sciences & Engineering - BS in Optical Sciences & Engr: Opto-Electronics Track,OSE,40.0807,Fall 2020
James C Wyant Coll Optical Sci,OPTI,,,James C Wyant Coll Optical Sci,,Optical Sciences & Engineering,OSE,Optical Sciences & Engineering - BS in Optical Sciences & Engr: Opto-Electronics Track,OSE,40.0807,Spring 2021
